id,timestamp,symbol,signal,probability,confidence,price,features_json,executed
1,2025-11-03 01:19:41.122700,PAXG/USDT,0,0.6,MEDIUM,3998.3,{},0
2,2025-11-03 01:26:37.852064,PAXG/USDT,0,0.6,MEDIUM,3997.4,{},0
3,2025-11-03 01:33:13.850026,PAXG/USDT,0,0.6,MEDIUM,3997.4,{},0
4,2025-11-03 01:43:10.391700,PAXG/USDT,0,0.6,MEDIUM,3997.4,{},0
5,2025-11-03 01:49:40.416405,PAXG/USDT,0,0.6,MEDIUM,3997.4,{},0
6,2025-11-03 01:51:50.347948,PAXG/USDT,0,0.6,MEDIUM,3997.4,{},0
7,2025-11-03 02:06:50.986308,PAXG/USDT,2,0.6,MEDIUM,4000.3,{},0
8,2025-11-03 02:21:50.844315,PAXG/USDT,0,0.6,MEDIUM,3998.9,{},0
9,2025-11-03 02:36:50.914368,PAXG/USDT,0,0.6,MEDIUM,3999.0,{},0
10,2025-11-03 02:51:51.167963,PAXG/USDT,2,0.6,MEDIUM,4002.9,{},0
11,2025-11-03 03:19:03.319117,PAXG/USDT,0,0.6,MEDIUM,3999.1,{},0
12,2025-11-03 03:34:03.444637,PAXG/USDT,0,0.6,MEDIUM,3999.1,{},0
13,2025-11-03 03:49:03.524498,PAXG/USDT,0,0.6,MEDIUM,3999.1,{},0
14,2025-11-03 04:04:03.736527,PAXG/USDT,0,0.6,MEDIUM,3996.3,{},0
15,2025-11-03 04:19:03.266667,PAXG/USDT,0,0.6,MEDIUM,3996.3,{},0
16,2025-11-03 04:34:03.856815,PAXG/USDT,0,0.6,MEDIUM,3997.8,{},0
17,2025-11-03 04:49:03.360344,PAXG/USDT,0,0.6,MEDIUM,3997.8,{},0
18,2025-11-03 05:04:03.772549,PAXG/USDT,0,0.6,MEDIUM,3998.0,{},0
19,2025-11-03 05:19:03.343062,PAXG/USDT,0,0.6,MEDIUM,3998.3,{},0
20,2025-11-03 05:34:03.268773,PAXG/USDT,2,0.6,MEDIUM,4000.1,{},0
21,2025-11-03 05:49:03.298064,PAXG/USDT,2,0.6,MEDIUM,3999.8,{},0
22,2025-11-03 06:04:03.769486,PAXG/USDT,1,0.5,MEDIUM,3991.2,{},0
23,2025-11-03 06:19:03.312767,PAXG/USDT,0,0.6,MEDIUM,3996.2,{},0
24,2025-11-03 06:34:05.334439,PAXG/USDT,0,0.6,MEDIUM,3993.2,{},0
25,2025-11-03 06:49:04.953529,PAXG/USDT,1,0.5,MEDIUM,3977.9,{},0
26,2025-11-03 07:04:05.503706,PAXG/USDT,1,0.5,MEDIUM,3981.4,{},0
27,2025-11-03 07:19:04.881726,PAXG/USDT,1,0.5,MEDIUM,3965.3,{},0
28,2025-11-03 07:34:05.559502,PAXG/USDT,1,0.5,MEDIUM,3965.6,{},0
29,2025-11-03 07:49:05.024987,PAXG/USDT,0,0.6,MEDIUM,3977.1,{},0
30,2025-11-03 08:04:05.298845,PAXG/USDT,1,0.5,MEDIUM,3970.6,{},0
31,2025-11-03 08:19:05.099806,PAXG/USDT,2,0.6,MEDIUM,3991.1,{},0
32,2025-11-03 08:34:05.405248,PAXG/USDT,2,0.6,MEDIUM,3999.0,{},0
33,2025-11-03 08:49:05.305024,PAXG/USDT,2,0.6,MEDIUM,3991.8,{},0
34,2025-11-03 09:04:05.554437,PAXG/USDT,2,0.6,MEDIUM,3997.4,{},0
35,2025-11-03 09:19:05.125537,PAXG/USDT,2,0.6,MEDIUM,3997.2,{},0
36,2025-11-03 09:34:05.163773,PAXG/USDT,2,0.6,MEDIUM,3995.9,{},0
37,2025-11-03 09:49:05.148099,PAXG/USDT,2,0.6,MEDIUM,4002.6,{},0
38,2025-11-03 10:04:05.270131,PAXG/USDT,2,0.6,MEDIUM,4004.8,{},0
39,2025-11-03 10:19:05.292395,PAXG/USDT,2,0.6,MEDIUM,4005.3,{},0
40,2025-11-03 10:34:05.565465,PAXG/USDT,2,0.6,MEDIUM,4003.0,{},0
41,2025-11-03 10:49:05.021288,PAXG/USDT,2,0.6,MEDIUM,4007.9,{},0
42,2025-11-03 11:04:05.327131,PAXG/USDT,2,0.6,MEDIUM,4006.2,{},0
43,2025-11-03 11:19:05.069913,PAXG/USDT,2,0.6,MEDIUM,4005.1,{},0
44,2025-11-03 11:34:05.552706,PAXG/USDT,2,0.6,MEDIUM,4001.6,{},0
45,2025-11-03 11:49:05.236909,PAXG/USDT,2,0.6,MEDIUM,4003.5,{},0
46,2025-11-03 12:04:05.509320,PAXG/USDT,2,0.6,MEDIUM,4000.5,{},0
47,2025-11-03 12:19:05.091261,PAXG/USDT,2,0.6,MEDIUM,4005.2,{},0
48,2025-11-03 12:34:05.767552,PAXG/USDT,2,0.6,MEDIUM,4012.3,{},0
49,2025-11-03 12:49:05.485007,PAXG/USDT,2,0.6,MEDIUM,4011.9,{},0
50,2025-11-03 13:04:05.586544,PAXG/USDT,2,0.6,MEDIUM,4012.4,{},0
